Año|Mes|CCAA|Producto|Volumen (miles de kg)|Valor (miles de €)|Precio medio kg|Penetración (%)|Consumo per capita|Gasto per capita||
2020|Enero|Murcia|LECHUGA/ESC./ENDIVIA|439,71|1172,96|2,67|64,01|0,32|0,85||
2020|Enero|Murcia|ESPARRAGOS|53,01|178,26|3,36|10,48|0,04|0,13||
2020|Enero|Murcia|VERDURAS DE HOJA|167,32|436,86|2,61|28,63|0,12|0,31||
2020|Enero|Murcia|BERENJENAS|154,32|288,62|1,87|32,23|0,11|0,21||
2020|Enero|Murcia|ZANAHORIAS|290,21|270,45|0,93|47,26|0,21|0,19||
2020|Enero|Murcia|CALABACINES|358,36|597,01|1,67|61,43|0,26|0,43||
2020|Enero|Murcia|OTR.HORTALIZAS/VERD.|1632,54|3256,26|1,99|80,82|1,18|2,35||
2020|Enero|Murcia|BROCOLI|313,6|439,02|1,4|30,48|0,23|0,32||
2020|Enero|Murcia|ALCACHOFAS|295,19|594,99|2,02|30,07|0,21|0,43||
2020|Enero|Murcia|APIO|78,22|127,15|1,63|27,75|0,06|0,09||
2020|Enero|Murcia|COLIFLOR|39,65|66,62|1,68|7,15|0,03|0,05||
2020|Enero|Murcia|VERD./HORT. IV GAMA|544,95|1523,31|2,8|61,32|0,39|1,1||
2020|Enero|Murcia|PUERRO|136,77|324,62|2,37|39,31|0,1|0,23||
2020|Enero|Navarra|TOTAL PATATAS|1154,1|1147,04|0,99|73,82|2,01|2||
2020|Enero|Navarra|PATATAS FRESCAS|878,48|792,58|0,9|68,89|1,53|1,38||
2020|Enero|Navarra|PATATAS CONGELADAS|61,49|58,41|0,95|8,03|0,11|0,1||
2020|Enero|Navarra|PATATAS PROCESADAS|42,83|296,05|6,91|42,89|0,07|0,52||
2020|Enero|Navarra|PATATAS FRITAS|37,2|287,38|7,72|42,26|0,06|0,5||
2020|Enero|Navarra|T.HORTALIZAS FRESCAS|2843,39|5647,23|1,99|98,34|4,95|9,83||
2020|Enero|Navarra|TOMATES|332,17|656,73|1,98|70,33|0,58|1,14||
2020|Enero|Navarra|CEBOLLAS|318,4|415,19|1,3|68,18|0,55|0,72||
2020|Enero|Navarra|AJOS|24,91|126,46|5,08|26,56|0,04|0,22||
2020|Enero|Navarra|COLES|82,14|83,89|1,02|24,54|0,14|0,15||
2020|Enero|Navarra|PEPINOS|52,19|64,01|1,23|23,59|0,09|0,11||
2020|Enero|Navarra|JUDIAS VERDES|110,14|330,04|3|42,81|0,19|0,57||
2020|Enero|Navarra|PIMIENTOS|164,6|346,43|2,1|54,08|0,29|0,6||
2020|Enero|Navarra|CHAMPIÑONES+O.SETAS|63,92|284,29|4,45|39,67|0,11|0,49||
2020|Enero|Navarra|LECHUGA/ESC./ENDIVIA|287,87|891,92|3,1|69,71|0,5|1,55||
2020|Enero|Navarra|ESPARRAGOS|6,69|40,79|6,09|9,01|0,01|0,07||
2020|Enero|Navarra|VERDURAS DE HOJA|88,53|141,28|1,6|28,99|0,15|0,25||
2020|Enero|Navarra|BERENJENAS|65,41|116,49|1,78|21,41|0,11|0,2||
2020|Enero|Navarra|ZANAHORIAS|195,54|209,15|1,07|60,72|0,34|0,36||
2020|Enero|Navarra|CALABACINES|211,32|321,46|1,52|58,35|0,37|0,56||
2020|Enero|Navarra|OTR.HORTALIZAS/VERD.|839,55|1619,1|1,93|89,06|1,46|2,82||
2020|Enero|Navarra|BROCOLI|230,22|258,42|1,12|35,27|0,4|0,45||
2020|Enero|Navarra|ALCACHOFAS|74,24|192,52|2,59|13,01|0,13|0,34||
2020|Enero|Navarra|APIO|24,83|44,76|1,8|8,97|0,04|0,08||
2020|Enero|Navarra|COLIFLOR|22,06|37,58|1,7|6,27|0,04|0,07||
2020|Enero|Navarra|VERD./HORT. IV GAMA|381,35|1072,93|2,81|64,81|0,66|1,87||
2020|Enero|Navarra|PUERRO|72,28|236,6|3,27|35,83|0,13|0,41||
2020|Enero|Pais Vasco|TOTAL PATATAS|5248,67|5071,92|0,97|77,13|2,59|2,5||
2020|Enero|Pais Vasco|PATATAS FRESCAS|4211,24|3853,39|0,92|69,39|2,08|1,9||
2020|Enero|Pais Vasco|PATATAS CONGELADAS|129,84|173,73|1,34|8,19|0,06|0,09||
2020|Enero|Pais Vasco|PATATAS PROCESADAS|181,52|1044,8|5,76|33,39|0,09|0,52||
2020|Enero|Pais Vasco|PATATAS FRITAS|157,91|1012,38|6,41|32,73|0,08|0,5||
2020|Enero|Pais Vasco|T.HORTALIZAS FRESCAS|10423,55|21391,74|2,05|97,21|5,14|10,55||
2020|Enero|Pais Vasco|TOMATES|1684,91|3385,11|2,01|70,38|0,83|1,67||
2020|Enero|Pais Vasco|CEBOLLAS|1335,87|1844,17|1,38|60,42|0,66|0,91||
2020|Enero|Pais Vasco|AJOS|126,11|617,66|4,9|38,34|0,06|0,3||
2020|Enero|Pais Vasco|COLES|363,96|404,12|1,11|24,75|0,18|0,2||
2020|Enero|Pais Vasco|PEPINOS|141,38|246,54|1,74|16,04|0,07|0,12||
2020|Enero|Pais Vasco|JUDIAS VERDES|477,4|1560,5|3,27|40,94|0,24|0,77||
2020|Enero|Pais Vasco|PIMIENTOS|863,43|1651,1|1,91|68,26|0,43|0,81||
2020|Enero|Pais Vasco|CHAMPIÑONES+O.SETAS|271,52|1234,5|4,55|41,52|0,13|0,61||
2020|Enero|Pais Vasco|LECHUGA/ESC./ENDIVIA|788,98|2171,17|2,75|61,23|0,39|1,07||
2020|Enero|Pais Vasco|ESPARRAGOS|54,52|231,54|4,25|6,09|0,03|0,11||
2020|Enero|Pais Vasco|VERDURAS DE HOJA|285,44|702,74|2,46|32,9|0,14|0,35||
2020|Enero|Pais Vasco|BERENJENAS|178,71|339,21|1,9|26,14|0,09|0,17||
2020|Enero|Pais Vasco|ZANAHORIAS|838,89|739,49|0,88|63,38|0,41|0,36||
2020|Enero|Pais Vasco|CALABACINES|779,51|1196,92|1,54|46,9|0,38|0,59||
2020|Enero|Pais Vasco|OTR.HORTALIZAS/VERD.|2232,9|5066,97|2,27|74,36|1,1|2,5||
2020|Enero|Pais Vasco|BROCOLI|404,61|648,96|1,6|23,4|0,2|0,32||
2020|Enero|Pais Vasco|ALCACHOFAS|303,28|790,38|2,61|12,61|0,15|0,39||
2020|Enero|Pais Vasco|APIO|88,84|102,71|1,16|8,73|0,04|0,05||
2020|Enero|Pais Vasco|COLIFLOR|77,32|157,17|2,03|8,69|0,04|0,08||
2020|Enero|Pais Vasco|VERD./HORT. IV GAMA|942,09|2764,05|2,93|59,04|0,46|1,36||
2020|Enero|Pais Vasco|PUERRO|365,36|1147,65|3,14|44,71|0,18|0,57||
2020|Enero|Valencia|TOTAL PATATAS|10825,13|10847,58|1|83,48|2,32|2,33||
2020|Enero|Valencia|PATATAS FRESCAS|7338,52|6860,7|0,93|68,59|1,57|1,47||
2020|Enero|Valencia|PATATAS CONGELADAS|405,83|553,06|1,36|12,3|0,09|0,12||
2020|Enero|Valencia|PATATAS PROCESADAS|616,16|3433,82|5,57|52,98|0,13|0,74||
2020|Enero|Valencia|PATATAS FRITAS|547,34|3339,55|6,1|50,94|0,12|0,72||
2020|Enero|Valencia|T.HORTALIZAS FRESCAS|25293,97|49601,15|1,96|98,01|5,43|10,64||
2020|Enero|Valencia|TOMATES|4619,85|8093,55|1,75|79,95|0,99|1,74||
2020|Enero|Valencia|CEBOLLAS|2834,45|3179,71|1,12|70,69|0,61|0,68||
2020|Enero|Valencia|AJOS|215,27|1022,08|4,75|32,93|0,05|0,22||
2020|Enero|Valencia|COLES|697,62|827,43|1,19|25,84|0,15|0,18||
2020|Enero|Valencia|PEPINOS|765,09|1185,56|1,55|32,86|0,16|0,25||
2020|Enero|Valencia|JUDIAS VERDES|653,73|2243,16|3,43|36,71|0,14|0,48||
2020|Enero|Valencia|PIMIENTOS|1811,69|3181,89|1,76|61,24|0,39|0,68||
2020|Enero|Valencia|CHAMPIÑONES+O.SETAS|651,18|2654,12|4,08|45,68|0,14|0,57||
2020|Enero|Valencia|LECHUGA/ESC./ENDIVIA|1621,31|4513,55|2,78|62,61|0,35|0,97||
2020|Enero|Valencia|ESPARRAGOS|185,68|628,14|3,38|12,3|0,04|0,13||
2020|Enero|Valencia|VERDURAS DE HOJA|732,55|1810,42|2,47|34,19|0,16|0,39||
2020|Enero|Valencia|BERENJENAS|805,47|1455,51|1,81|37,94|0,17|0,31||
2020|Enero|Valencia|ZANAHORIAS|1629,48|1397,56|0,86|59,14|0,35|0,3||
2020|Enero|Valencia|CALABACINES|1324,44|2224,59|1,68|53,08|0,28|0,48||
2020|Enero|Valencia|OTR.HORTALIZAS/VERD.|6746,16|15183,9|2,25|89,14|1,45|3,26||
2020|Enero|Valencia|BROCOLI|655,58|1291,15|1,97|25,76|0,14|0,28||
2020|Enero|Valencia|ALCACHOFAS|1853,21|4006,93|2,16|48,51|0,4|0,86||
2020|Enero|Valencia|APIO|277,06|429,22|1,55|14,89|0,06|0,09||
2020|Enero|Valencia|COLIFLOR|305,63|510,42|1,67|12,39|0,07|0,11||
2020|Enero|Valencia|VERD./HORT. IV GAMA|2784,73|8363,17|3|70,77|0,6|1,79||
2020|Enero|Valencia|PUERRO|565,95|1537,2|2,72|39,47|0,12|0,33||
2020|Enero|Total Nacional|T.FRUTAS FRESCAS|317017,98|511219,71|1,61|95,6|7,16|11,54||
2020|Enero|Total Nacional|NARANJAS|83856,23|81014,66|0,97|56,34|1,89|1,83||
2020|Enero|Total Nacional|MANDARINAS|44641,67|67749,49|1,52|61,96|1,01|1,53||
2020|Enero|Total Nacional|LIMONES|8735,09|13265,44|1,52|32,86|0,2|0,3||
2020|Enero|Total Nacional|PLATANOS|51272,09|83353,54|1,63|80,47|1,16|1,88||
2020|Enero|Total Nacional|MANZANAS|43451,19|62879,19|1,45|68,19|0,98|1,42||
2020|Enero|Total Nacional|PERAS|19868,69|30074,79|1,51|49,5|0,45|0,68||
2020|Enero|Total Nacional|MELOCOTONES|296,82|402,89|1,36|0,79|0,01|0,01||
2020|Enero|Total Nacional|NECTARINAS|510,95|766,74|1,5|1,92|0,01|0,02||
2020|Enero|Total Nacional|ALBARICOQUES|116,31|165,12|1,42|0,58|0|0||
2020|Enero|Total Nacional|FRESAS/FRESON|7722,7|29496,65|3,82|30,3|0,17|0,67||
2020|Enero|Total Nacional|MELON|6331,8|11113,83|1,76|9,26|0,14|0,25||
2020|Enero|Total Nacional|SANDIA|55,65|75,95|1,36|0,1|0|0||
2020|Enero|Total Nacional|CIRUELAS|989,52|1719,65|1,74|4,81|0,02|0,04||
2020|Enero|Total Nacional|CEREZAS|165,44|1151,99|6,96|1,23|0|0,03||
2020|Enero|Total Nacional|UVAS|6051,32|17661,05|2,92|25,28|0,14|0,4||
2020|Enero|Total Nacional|KIWI|12280,62|35158,4|2,86|40,2|0,28|0,79||
2020|Enero|Total Nacional|AGUACATE|5882,58|20728,66|3,52|30,42|0,13|0,47||
2020|Enero|Total Nacional|PIÑA|7533,52|13409,94|1,78|19,31|0,17|0,3||
2020|Enero|Total Nacional|OTRAS FRUTAS FRESCAS|17255,8|41031,72|2,38|43,04|0,39|0,93||
2020|Enero|Total Nacional|POMELO|1027,64|1858,34|1,81|2,9|0,02|0,04||
2020|Enero|Total Nacional|CHIRIMOYA|3,58|20,76|5,8|0,03|0|0||
2020|Enero|Total Nacional|MANGO|2607,38|7147,13|2,74|12,13|0,06|0,16||
2020|Enero|Total Nacional|FRUTAS IV GAMA|11340,97|20622,65|1,82|24,44|0,26|0,47||
2020|Enero|Andalucia|T.FRUTAS FRESCAS|48163,35|76366,86|1,59|95,14|5,77|9,15||
2020|Enero|Andalucia|NARANJAS|12706,44|12176|0,96|52,25|1,52|1,46||
2020|Enero|Andalucia|MANDARINAS|6438,22|9425,41|1,46|55,45|0,77|1,13||
2020|Enero|Andalucia|LIMONES|1500,73|2219|1,48|25,76|0,18|0,27||
2020|Enero|Andalucia|PLATANOS|8169,66|12384,57|1,52|80,21|0,98|1,48||
2020|Enero|Andalucia|MANZANAS|6370,82|9198,55|1,44|67,06|0,76|1,1||
2020|Enero|Andalucia|PERAS|3081,04|4508,31|1,46|48,45|0,37|0,54||
2020|Enero|Andalucia|MELOCOTONES|50,24|65,26|1,3|0,94|0,01|0,01||
2020|Enero|Andalucia|NECTARINAS|166,15|240,43|1,45|4,09|0,02|0,03||
2020|Enero|Andalucia|ALBARICOQUES|21,34|35,67|1,67|0,65|0|0||
2020|Enero|Andalucia|FRESAS/FRESON|1361,43|5089|3,74|32,89|0,16|0,61||
2020|Enero|Andalucia|MELON|874,89|1461,58|1,67|7,15|0,1|0,18||
2020|Enero|Andalucia|SANDIA|0|0|0|0|0|0||
2020|Enero|Andalucia|CIRUELAS|211,06|317,18|1,5|5,21|0,03|0,04||
2020|Enero|Andalucia|CEREZAS|30,76|177,52|5,77|1,6|0|0,02||
2020|Enero|Andalucia|UVAS|912,46|2636,53|2,89|24,98|0,11|0,32||
2020|Enero|Andalucia|KIWI|1713,21|4893,39|2,86|38,07|0,21|0,59||
2020|Enero|Andalucia|AGUACATE|881,73|3102,99|3,52|32,65|0,11|0,37||
2020|Enero|Andalucia|PIÑA|1084,15|1680,51|1,55|16,84|0,13|0,2||
2020|Enero|Andalucia|OTRAS FRUTAS FRESCAS|2589,02|6754,94|2,61|38,84|0,31|0,81||
2020|Enero|Andalucia|POMELO|112,33|183,69|1,64|2,31|0,01|0,02||
2020|Enero|Andalucia|CHIRIMOYA|0|0|0|0|0|0||
2020|Enero|Andalucia|MANGO|468,82|1123,54|2,4|12,33|0,06|0,13||
2020|Enero|Andalucia|FRUTAS IV GAMA|1961,89|3544,43|1,81|24,46|0,24|0,42||
2020|Enero|Aragon|T.FRUTAS FRESCAS|9626,05|14772,85|1,53|96,67|7,65|11,74||
2020|Enero|Aragon|NARANJAS|2468,2|2263,91|0,92|62,88|1,96|1,8||
2020|Enero|Aragon|MANDARINAS|1823,75|2485,31|1,36|73,46|1,45|1,97||
2020|Enero|Aragon|LIMONES|168,41|267,08|1,59|34,81|0,13|0,21||
2020|Enero|Aragon|PLATANOS|1339,08|2151,46|1,61|78,62|1,06|1,71||
2020|Enero|Aragon|MANZANAS|1269,78|1696,17|1,34|71,76|1,01|1,35||
2020|Enero|Aragon|PERAS|546,24|904,2|1,66|54,32|0,43|0,72||
2020|Enero|Aragon|MELOCOTONES|0|0|0|0|0|0||
2020|Enero|Aragon|NECTARINAS|6,91|11,53|1,67|1,15|0,01|0,01||
2020|Enero|Aragon|ALBARICOQUES|0|0|0|0|0|0||
2020|Enero|Aragon|FRESAS/FRESON|271,34|859,16|3,17|34,87|0,22|0,68||
2020|Enero|Aragon|MELON|198,58|397,25|2|9,68|0,16|0,32||
2020|Enero|Aragon|SANDIA|18,6|27,73|1,49|0,88|0,01|0,02||
2020|Enero|Aragon|CIRUELAS|27,18|52,38|1,93|6,28|0,02|0,04||
2020|Enero|Aragon|CEREZAS|2,13|3,98|1,87|0,75|0|0||
2020|Enero|Aragon|UVAS|168,65|452,9|2,69|23,7|0,13|0,36||
2020|Enero|Aragon|KIWI|356,04|1002,64|2,82|44,9|0,28|0,8||
2020|Enero|Aragon|AGUACATE|152,94|541,97|3,54|28,11|0,12|0,43||
2020|Enero|Aragon|PIÑA|299,63|534,38|1,78|24,2|0,24|0,42||
2020|Enero|Aragon|OTRAS FRUTAS FRESCAS|508,6|1120,81|2,2|47,77|0,4|0,89||
2020|Enero|Aragon|POMELO|17,02|32,3|1,9|3,05|0,01|0,03||
2020|Enero|Aragon|CHIRIMOYA|1|3,01|3|0,26|0|0||
2020|Enero|Aragon|MANGO|59,17|152,38|2,58|11,61|0,05|0,12||
2020|Enero|Aragon|FRUTAS IV GAMA|466,8|816,61|1,75|27,68|0,37|0,65||
2020|Enero|Asturias|T.FRUTAS FRESCAS|9425,05|15162,82|1,61|97,73|9,19|14,78||
2020|Enero|Asturias|NARANJAS|2421,33|2305,12|0,95|74,52|2,36|2,25||
2020|Enero|Asturias|MANDARINAS|1303,13|1958,37|1,5|72,14|1,27|1,91||
2020|Enero|Asturias|LIMONES|198,45|309,21|1,56|30,76|0,19|0,3||
2020|Enero|Asturias|PLATANOS|1708,08|2704,49|1,58|84,48|1,67|2,64||
2020|Enero|Asturias|MANZANAS|1269,32|1772,12|1,4|68,56|1,24|1,73||
2020|Enero|Asturias|PERAS|467,96|719,05|1,54|45,68|0,46|0,7||
2020|Enero|Asturias|MELOCOTONES|0|0|0|0|0|0||
2020|Enero|Asturias|NECTARINAS|0|0|0|0|0|0||
2020|Enero|Asturias|ALBARICOQUES|0,45|1,9|4,25|0,37|0|0||
2020|Enero|Asturias|FRESAS/FRESON|276,86|1029,45|3,72|37,52|0,27|1||
2020|Enero|Asturias|MELON|250,7|398,25|1,59|11,32|0,24|0,39||
2020|Enero|Asturias|SANDIA|0|0|0|0|0|0||
2020|Enero|Asturias|CIRUELAS|17,54|32,71|1,86|6,06|0,02|0,03||
2020|Enero|Asturias|CEREZAS|0|0|0|0|0|0||
2020|Enero|Asturias|UVAS|241,34|674,63|2,8|40,83|0,24|0,66||
2020|Enero|Asturias|KIWI|426,98|1152,35|2,7|45,58|0,42|1,12||
2020|Enero|Asturias|AGUACATE|140,86|502,06|3,56|28,77|0,14|0,49||
2020|Enero|Asturias|PIÑA|278,93|703,47|2,52|21,26|0,27|0,69||
2020|Enero|Asturias|OTRAS FRUTAS FRESCAS|423,13|899,63|2,13|40,73|0,41|0,88||
2020|Enero|Asturias|POMELO|64,19|118,8|1,85|3,33|0,06|0,12||
2020|Enero|Asturias|CHIRIMOYA|0|0|0|0|0|0||
2020|Enero|Asturias|MANGO|58,8|150,07|2,55|10,62|0,06|0,15||
2020|Enero|Asturias|FRUTAS IV GAMA|361,82|691,18|1,91|37,68|0,35|0,67||
2020|Enero|Baleares|T.FRUTAS FRESCAS|6648,09|11336,95|1,71|97,2|6,51|11,11||
2020|Enero|Baleares|NARANJAS|1445,66|1460,11|1,01|49,5|1,42|1,43||
2020|Enero|Baleares|MANDARINAS|781,52|1185,51|1,52|43,55|0,77|1,16||
2020|Enero|Baleares|LIMONES|112,91|182,23|1,61|25,54|0,11|0,18||
2020|Enero|Baleares|PLATANOS|1343,08|2102,85|1,57|85,62|1,32|2,06||
2020|Enero|Baleares|MANZANAS|1043,38|1530,41|1,47|72,98|1,02|1,5||
2020|Enero|Baleares|PERAS|412,61|570,13|1,38|45,88|0,4|0,56||
2020|Enero|Baleares|MELOCOTONES|25,79|39,95|1,55|0,97|0,03|0,04||
2020|Enero|Baleares|NECTARINAS|0|0|0|0|0|0||
2020|Enero|Baleares|ALBARICOQUES|0|0|0|0|0|0||
2020|Enero|Baleares|FRESAS/FRESON|125,89|575,59|4,57|24,63|0,12|0,56||
2020|Enero|Baleares|MELON|189,21|332,82|1,76|10,78|0,19|0,33||
2020|Enero|Baleares|SANDIA|11,98|17,87|1,49|0,69|0,01|0,02||
2020|Enero|Baleares|CIRUELAS|26,02|56,97|2,19|10,35|0,03|0,06||
2020|Enero|Baleares|CEREZAS|1|3,85|3,84|1,13|0|0||
2020|Enero|Baleares|UVAS|183,99|574,14|3,12|30,64|0,18|0,56||
2020|Enero|Baleares|KIWI|285,16|959,85|3,37|41,33|0,28|0,94||
2020|Enero|Baleares|AGUACATE|246,24|730,31|2,97|32,07|0,24|0,72||
2020|Enero|Baleares|PIÑA|72,03|95,97|1,33|13,09|0,07|0,09||
2020|Enero|Baleares|OTRAS FRUTAS FRESCAS|341,6|918,39|2,69|38,67|0,33|0,9||
2020|Enero|Baleares|POMELO|17,02|37,35|2,19|2,36|0,02|0,04||
2020|Enero|Baleares|CHIRIMOYA|0|0|0|0|0|0||
2020|Enero|Baleares|MANGO|82,09|250|3,05|17,14|0,08|0,24||
2020|Enero|Baleares|FRUTAS IV GAMA|154,11|287,03|1,86|11,79|0,15|0,28||
2020|Enero|Canarias|T.FRUTAS FRESCAS|13828,58|22911,18|1,66|94,62|6,46|10,7||
2020|Enero|Canarias|NARANJAS|3239,85|3131,63|0,97|47,3|1,51|1,46||
2020|Enero|Canarias|MANDARINAS|1495,41|2227,39|1,49|49,56|0,7|1,04||
2020|Enero|Canarias|LIMONES|320,07|514,14|1,61|34,56|0,15|0,24||
2020|Enero|Canarias|PLATANOS|2667,18|3937,49|1,48|75,84|1,25|1,84||
2020|Enero|Canarias|MANZANAS|1717,84|2666,46|1,55|64,75|0,8|1,25||
2020|Enero|Canarias|PERAS|1217,88|1950,17|1,6|51,92|0,57|0,91||
2020|Enero|Canarias|MELOCOTONES|0|0|0|0|0|0||
2020|Enero|Canarias|NECTARINAS|21,68|41,77|1,93|2,1|0,01|0,02||
2020|Enero|Canarias|ALBARICOQUES|0|0|0|0|0|0||
2020|Enero|Canarias|FRESAS/FRESON|214,07|1126,98|5,26|26,72|0,1|0,53||
2020|Enero|Canarias|MELON|87,24|188,93|2,17|6,55|0,04|0,09||
2020|Enero|Canarias|SANDIA|0|0|0|0|0|0||
2020|Enero|Canarias|CIRUELAS|27,31|47,09|1,72|3,05|0,01|0,02||
2020|Enero|Canarias|CEREZAS|0,89|1,76|1,99|0,09|0|0||
2020|Enero|Canarias|UVAS|112,21|267,04|2,38|10,98|0,05|0,12||
2020|Enero|Canarias|KIWI|615,85|1466,92|2,38|40,5|0,29|0,69||
2020|Enero|Canarias|AGUACATE|623,77|2117,91|3,4|42,17|0,29|0,99||
2020|Enero|Canarias|PIÑA|27,95|63,58|2,28|2,89|0,01|0,03||
2020|Enero|Canarias|OTRAS FRUTAS FRESCAS|1439,37|3161,89|2,2|47,21|0,67|1,48||
2020|Enero|Canarias|POMELO|66,35|119,94|1,81|3,05|0,03|0,06||
2020|Enero|Canarias|CHIRIMOYA|0|0|0|0|0|0||
2020|Enero|Canarias|MANGO|110,4|515,25|4,67|7,18|0,05|0,24||
2020|Enero|Canarias|FRUTAS IV GAMA|447,13|780,84|1,75|20,36|0,21|0,36||
2020|Enero|Cantabria|T.FRUTAS FRESCAS|3766,37|5981,07|1,59|93,43|7|11,11||
2020|Enero|Cantabria|NARANJAS|1296,45|1346,03|1,04|62,61|2,41|2,5||
2020|Enero|Cantabria|MANDARINAS|423,52|633,92|1,5|65,61|0,79|1,18||
2020|Enero|Cantabria|LIMONES|72,7|114,66|1,58|20,47|0,14|0,21||
2020|Enero|Cantabria|PLATANOS|575,34|914,93|1,59|86,98|1,07|1,7||
2020|Enero|Cantabria|MANZANAS|493,77|655,1|1,33|55,7|0,92|1,22||
2020|Enero|Cantabria|PERAS|225,3|319,49|1,42|60,94|0,42|0,59||
2020|Enero|Cantabria|MELOCOTONES|47,73|40,55|0,85|4,5|0,09|0,08||
2020|Enero|Cantabria|NECTARINAS|6,4|6,35|0,99|4,35|0,01|0,01||
2020|Enero|Cantabria|ALBARICOQUES|0|0|0|0|0|0||
2020|Enero|Cantabria|FRESAS/FRESON|98,39|471,99|4,8|30,39|0,18|0,88||
2020|Enero|Cantabria|MELON|31,86|51,83|1,63|5,98|0,06|0,1||
2020|Enero|Cantabria|SANDIA|0|0|0|0|0|0||
2020|Enero|Cantabria|CIRUELAS|1,63|4,07|2,5|2,51|0|0,01||
2020|Enero|Cantabria|CEREZAS|0|0|0|0|0|0||
2020|Enero|Cantabria|UVAS|33,31|155,79|4,68|11,98|0,06|0,29||
2020|Enero|Cantabria|KIWI|200,03|567,62|2,84|35,65|0,37|1,05||
2020|Enero|Cantabria|AGUACATE|67,07|257,47|3,84|20,62|0,12|0,48||
2020|Enero|Cantabria|PIÑA|87,79|154,41|1,76|22,5|0,16|0,29||
2020|Enero|Cantabria|OTRAS FRUTAS FRESCAS|105,09|286,86|2,73|32,49|0,2|0,53||
2020|Enero|Cantabria|POMELO|0|0|0|0|0|0||
2020|Enero|Cantabria|CHIRIMOYA|0|0|0|0|0|0||
2020|Enero|Cantabria|MANGO|24,49|46,1|1,88|6,16|0,05|0,09||
2020|Enero|Cantabria|FRUTAS IV GAMA|88,34|175,11|1,98|14,19|0,16|0,33||
2020|Enero|Castilla La Mancha|T.FRUTAS FRESCAS|14566,93|22178,28|1,52|95,95|7,28|11,08||
2020|Enero|Castilla La Mancha|NARANJAS|4231,89|3956,84|0,94|58,56|2,11|1,98||
2020|Enero|Castilla La Mancha|MANDARINAS|2477,31|3638,57|1,47|68,32|1,24|1,82||
2020|Enero|Castilla La Mancha|LIMONES|474,86|652,67|1,37|31,2|0,24|0,33||
2020|Enero|Castilla La Mancha|PLATANOS|2177,04|3480,21|1,6|80,07|1,09|1,74||
2020|Enero|Castilla La Mancha|MANZANAS|1626,62|2356,77|1,45|67,35|0,81|1,18||
2020|Enero|Castilla La Mancha|PERAS|949,22|1353,89|1,43|48,93|0,47|0,68||
2020|Enero|Castilla La Mancha|MELOCOTONES|0|0|0|0|0|0||
2020|Enero|Castilla La Mancha|NECTARINAS|18,83|24,32|1,29|1,98|0,01|0,01||
2020|Enero|Castilla La Mancha|ALBARICOQUES|3,74|4,49|1,2|0,45|0|0||
2020|Enero|Castilla La Mancha|FRESAS/FRESON|266,59|1176,13|4,41|28,93|0,13|0,59||
2020|Enero|Castilla La Mancha|MELON|413,54|843,48|2,04|10,82|0,21|0,42||
2020|Enero|Castilla La Mancha|SANDIA|0|0|0|0|0|0||
2020|Enero|Castilla La Mancha|CIRUELAS|46,34|60,29|1,3|2,87|0,02|0,03||
2020|Enero|Castilla La Mancha|CEREZAS|4,06|67,28|16,57|0,87|0|0,03||
2020|Enero|Castilla La Mancha|UVAS|217,16|716,27|3,3|27,56|0,11|0,36||
2020|Enero|Castilla La Mancha|KIWI|440,2|1236,97|2,81|37,25|0,22|0,62||
2020|Enero|Castilla La Mancha|AGUACATE|174,17|703,94|4,04|28,76|0,09|0,35||
2020|Enero|Castilla La Mancha|PIÑA|306,66|492,96|1,61|19,39|0,15|0,25||
2020|Enero|Castilla La Mancha|OTRAS FRUTAS FRESCAS|738,7|1413,2|1,91|39,45|0,37|0,71||
2020|Enero|Castilla La Mancha|POMELO|19,62|38,83|1,98|1,9|0,01|0,02||
2020|Enero|Castilla La Mancha|CHIRIMOYA|0|0|0|0|0|0||
2020|Enero|Castilla La Mancha|MANGO|80,18|193,78|2,42|8,02|0,04|0,1||
2020|Enero|Castilla La Mancha|FRUTAS IV GAMA|755,37|1009,96|1,34|23,16|0,38|0,5||
2020|Enero|Castilla Leon|T.FRUTAS FRESCAS|20344,08|29496,52|1,45|95,91|8,86|12,85||
2020|Enero|Castilla Leon|NARANJAS|6672,23|6296,26|0,94|71,67|2,91|2,74||
2020|Enero|Castilla Leon|MANDARINAS|2668,4|3745,33|1,4|69,26|1,16|1,63||
2020|Enero|Castilla Leon|LIMONES|576,09|897|1,56|42,9|0,25|0,39||
2020|Enero|Castilla Leon|PLATANOS|2907,93|4505,36|1,55|79,07|1,27|1,96||
2020|Enero|Castilla Leon|MANZANAS|2831,02|3860,58|1,36|68,97|1,23|1,68||
2020|Enero|Castilla Leon|PERAS|1263,95|1704,57|1,35|53,53|0,55|0,74||
2020|Enero|Castilla Leon|MELOCOTONES|69,46|109,09|1,57|1,12|0,03|0,05||
2020|Enero|Castilla Leon|NECTARINAS|21,77|42,27|1,94|1,48|0,01|0,02||
2020|Enero|Castilla Leon|ALBARICOQUES|2,03|4,81|2,37|0,51|0|0||
2020|Enero|Castilla Leon|FRESAS/FRESON|281,72|960,65|3,41|22,34|0,12|0,42||
2020|Enero|Castilla Leon|MELON|327,51|560,65|1,71|7,78|0,14|0,24||
2020|Enero|Castilla Leon|SANDIA|0|0|0|0|0|0||
2020|Enero|Castilla Leon|CIRUELAS|34,63|74,71|2,16|1,89|0,02|0,03||
