,inicio,fin,sector,subsector,producto,tipo,precio_euro_kg
14797,2020-02-03,2020-08-03,Hortalizas,Hortícolas protegidos,Pimiento,California,0.96
14798,2020-02-03,2020-08-03,Hortalizas,Hortícolas protegidos,Pimiento,California,0.27
14799,2020-02-03,2020-08-03,Hortalizas,Hortícolas protegidos,Pimiento,California,1.02
14800,2020-02-03,2020-08-03,Hortalizas,Hortícolas protegidos,Pimiento,Dulce Cónico,1.38
14801,2020-02-03,2020-08-03,Hortalizas,Hortícolas protegidos,Pimiento,Dulce Cónico,0.4
14802,2020-02-03,2020-08-03,Hortalizas,Hortícolas protegidos,Pimiento,Italiano,1.24
14803,2020-02-03,2020-08-03,Hortalizas,Hortícolas protegidos,Pimiento,Italiano,0.88
14804,2020-02-03,2020-08-03,Hortalizas,Hortícolas protegidos,Pimiento,Italiano,1.31
14805,2020-02-03,2020-08-03,Hortalizas,Hortícolas protegidos,Pimiento,Lamuyo,0.9
14806,2020-02-03,2020-08-03,Hortalizas,Hortícolas protegidos,Pimiento,Lamuyo,0.34
14807,2020-02-03,2020-08-03,Hortalizas,Hortícolas protegidos,Pimiento,Lamuyo,0.95
14808,2020-02-03,2020-08-03,Hortalizas,Hortícolas protegidos,Pimiento,Lamuyo,0.75
14809,2020-02-03,2020-08-03,Hortalizas,Hortícolas protegidos,Pimiento,Lamuyo,0.36
14810,2020-02-03,2020-08-03,Hortalizas,Hortícolas protegidos,Pimiento,Lamuyo,0.83
14811,2020-02-03,2020-08-03,Hortalizas,Hortícolas protegidos,Pimiento,Lamuyo,0.91
14812,2020-02-03,2020-08-03,Hortalizas,Hortícolas protegidos,Pimiento,Lamuyo,0.35
14813,2020-02-03,2020-08-03,Hortalizas,Hortícolas protegidos,Pimiento,Lamuyo,0.96
14816,2020-02-03,2020-08-03,Hortalizas,Hortícolas protegidos,Pimiento,Snack,2.03
14817,2020-02-03,2020-08-03,Hortalizas,Hortícolas protegidos,Pimiento,Snack,0.26
14820,2020-02-03,2020-08-03,Hortalizas,Hortícolas protegidos,Tomate,Asurcado ,1.29
14821,2020-02-03,2020-08-03,Hortalizas,Hortícolas protegidos,Tomate,Asurcado ,0.69
14822,2020-02-03,2020-08-03,Hortalizas,Hortícolas protegidos,Tomate,Asurcado ,1.08
14823,2020-02-03,2020-08-03,Hortalizas,Hortícolas protegidos,Tomate,Larga Vida,0.58
14824,2020-02-03,2020-08-03,Hortalizas,Hortícolas protegidos,Tomate,Larga Vida,0.27
14825,2020-02-03,2020-08-03,Hortalizas,Hortícolas protegidos,Tomate,Larga Vida,0.52
14826,2020-02-03,2020-08-03,Hortalizas,Hortícolas protegidos,Tomate,Liso,0.64
14827,2020-02-03,2020-08-03,Hortalizas,Hortícolas protegidos,Tomate,Liso,0.64
14828,2020-02-03,2020-08-03,Hortalizas,Hortícolas protegidos,Tomate,Liso,0.74
14831,2020-02-03,2020-08-03,Hortalizas,Hortícolas protegidos,Tomate,Pera,0.56
14832,2020-02-03,2020-08-03,Hortalizas,Hortícolas protegidos,Tomate,Pera,0.33
14833,2020-02-03,2020-08-03,Hortalizas,Hortícolas protegidos,Tomate,Pera,0.57
14834,2020-02-03,2020-08-03,Hortalizas,Hortícolas protegidos,Tomate,Rama,0.7
14835,2020-02-03,2020-08-03,Hortalizas,Hortícolas protegidos,Tomate,Rama,0.36
14836,2020-02-03,2020-08-03,Hortalizas,Hortícolas protegidos,Tomate,Rama,0.7
14837,2020-02-03,2020-08-03,Hortalizas,Hortícolas protegidos,Tomate,Tipo Cherry,1.29
14838,2020-02-03,2020-08-03,Hortalizas,Hortícolas protegidos,Tomate,Tipo Cherry,1.3
14839,2020-02-03,2020-08-03,Hortalizas,Hortícolas protegidos,Tomate,Tipo Cherry,1.23
14840,2020-02-03,2020-08-03,Hortalizas,Hortícolas protegidos,Tomate,Tipo Cherry,0.41
14841,2020-02-03,2020-08-03,Hortalizas,Hortícolas protegidos,Tomate,Tipo Cherry,1.12
14842,2020-02-03,2020-08-03,Hortalizas,Hortícolas protegidos,Tomate,Tipo Cherry,0.47
14843,2020-02-03,2020-08-03,Hortalizas,Hortícolas protegidos,Tomate,Tipo Cherry,1.72
14844,2020-02-03,2020-08-03,Hortalizas,Hortícolas protegidos,Tomate,Tipo Cherry,0.96
14845,2020-02-03,2020-08-03,Frutales ecológicos,Frutales de cáscara ecológicos,Almendra_Eco,Pepita (Eco),9.46
14846,2020-02-03,2020-08-03,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Berenjena_Eco,Larga (Eco),0.73
14847,2020-02-03,2020-08-03,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Calabacin_Eco,Verde (Eco),0.49
14848,2020-02-03,2020-08-03,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Judia_Verde_Eco,Plana (Eco),2.43
14849,2020-02-03,2020-08-03,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Pepino_Eco,Tipo Holandés O Almería (Eco),1.0
14850,2020-02-03,2020-08-03,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Pimiento_Eco,California (Eco),1.44
14851,2020-02-03,2020-08-03,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Pimiento_Eco,California (Eco),1.41
14852,2020-02-03,2020-08-03,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Pimiento_Eco,California (Eco),1.01
14853,2020-02-03,2020-08-03,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Pimiento_Eco,Dulce Cónico (Eco),1.89
14854,2020-02-03,2020-08-03,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Pimiento_Eco,Dulce Cónico (Eco),1.39
14855,2020-02-03,2020-08-03,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Tomate_Eco,Asurcado (Eco),0.74
14856,2020-02-03,2020-08-03,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Tomate_Eco,Pera (Eco),0.65
14857,2020-02-03,2020-08-03,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Tomate_Eco,Rama (Eco),0.83
14858,2020-02-03,2020-08-03,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Tomate_Eco,Redondo (Eco),0.38
14859,2020-02-03,2020-08-03,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Tomate_Eco,Tipo Cherry (Eco),1.86
14860,2020-02-03,2020-08-03,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Tomate_Eco,Tipo Cherry (Eco),2.02
14861,2020-02-03,2020-08-03,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Tomate_Eco,Tipo Cherry (Eco),1.24
14866,2020-09-03,2020-03-15,Frutales,Frutales de cáscara,Almendra,Pepita,4.9
14867,2020-09-03,2020-03-15,Frutales,Frutales de cáscara,Almendra,Pepita,5.15
14868,2020-09-03,2020-03-15,Frutales,Frutales de cáscara,Almendra,Pepita,6.46
14895,2020-09-03,2020-03-15,Hortalizas,Hortícolas al aire libre,Esparrago,Verde,2.01
14898,2020-09-03,2020-03-15,Hortalizas,Hortícolas al aire libre,Zanahoria,Nantesa,0.32
14900,2020-09-03,2020-03-15,Hortalizas,Hortícolas protegidos,Berenjena,Larga,0.42
14901,2020-09-03,2020-03-15,Hortalizas,Hortícolas protegidos,Berenjena,Larga,0.13
14902,2020-09-03,2020-03-15,Hortalizas,Hortícolas protegidos,Berenjena,Larga,0.48
14905,2020-09-03,2020-03-15,Hortalizas,Hortícolas protegidos,Berenjena,Rayada,0.77
14906,2020-09-03,2020-03-15,Hortalizas,Hortícolas protegidos,Berenjena,Rayada,0.31
14907,2020-09-03,2020-03-15,Hortalizas,Hortícolas protegidos,Berenjena,Rayada,0.84
14911,2020-09-03,2020-03-15,Hortalizas,Hortícolas protegidos,Calabacin,Verde,0.45
14912,2020-09-03,2020-03-15,Hortalizas,Hortícolas protegidos,Calabacin,Verde,0.22
14913,2020-09-03,2020-03-15,Hortalizas,Hortícolas protegidos,Calabacin,Verde,0.48
14917,2020-09-03,2020-03-15,Hortalizas,Hortícolas protegidos,Judia_Verde,Plana,1.93
14918,2020-09-03,2020-03-15,Hortalizas,Hortícolas protegidos,Judia_Verde,Plana,0.63
14919,2020-09-03,2020-03-15,Hortalizas,Hortícolas protegidos,Judia_Verde,Plana,2.1
14920,2020-09-03,2020-03-15,Hortalizas,Hortícolas protegidos,Judia_Verde,Redonda,1.91
14921,2020-09-03,2020-03-15,Hortalizas,Hortícolas protegidos,Judia_Verde,Redonda,0.59
14922,2020-09-03,2020-03-15,Hortalizas,Hortícolas protegidos,Judia_Verde,Redonda,2.15
14925,2020-09-03,2020-03-15,Hortalizas,Hortícolas protegidos,Pepino,Corto O Tipo Español,0.19
14926,2020-09-03,2020-03-15,Hortalizas,Hortícolas protegidos,Pepino,Corto O Tipo Español,0.16
14927,2020-09-03,2020-03-15,Hortalizas,Hortícolas protegidos,Pepino,Corto O Tipo Español,0.22
14928,2020-09-03,2020-03-15,Hortalizas,Hortícolas protegidos,Pepino,Largo Tipo Holandés O Almería,0.53
14929,2020-09-03,2020-03-15,Hortalizas,Hortícolas protegidos,Pepino,Largo Tipo Holandés O Almería,0.2
14930,2020-09-03,2020-03-15,Hortalizas,Hortícolas protegidos,Pepino,Largo Tipo Holandés O Almería,0.56
14931,2020-09-03,2020-03-15,Hortalizas,Hortícolas protegidos,Pepino,Medio Largo O Tipo Francés,0.27
14932,2020-09-03,2020-03-15,Hortalizas,Hortícolas protegidos,Pepino,Medio Largo O Tipo Francés,0.09
14933,2020-09-03,2020-03-15,Hortalizas,Hortícolas protegidos,Pepino,Medio Largo O Tipo Francés,0.28
14937,2020-09-03,2020-03-15,Hortalizas,Hortícolas protegidos,Pimiento,California,0.87
14938,2020-09-03,2020-03-15,Hortalizas,Hortícolas protegidos,Pimiento,California,0.31
14939,2020-09-03,2020-03-15,Hortalizas,Hortícolas protegidos,Pimiento,California,0.86
14940,2020-09-03,2020-03-15,Hortalizas,Hortícolas protegidos,Pimiento,California,0.95
14941,2020-09-03,2020-03-15,Hortalizas,Hortícolas protegidos,Pimiento,California,0.27
14942,2020-09-03,2020-03-15,Hortalizas,Hortícolas protegidos,Pimiento,California,1.03
14943,2020-09-03,2020-03-15,Hortalizas,Hortícolas protegidos,Pimiento,California,0.36
14944,2020-09-03,2020-03-15,Hortalizas,Hortícolas protegidos,Pimiento,California,1.06
14945,2020-09-03,2020-03-15,Hortalizas,Hortícolas protegidos,Pimiento,California,0.36
14946,2020-09-03,2020-03-15,Hortalizas,Hortícolas protegidos,Pimiento,California,0.42
14947,2020-09-03,2020-03-15,Hortalizas,Hortícolas protegidos,Pimiento,California,0.34
14948,2020-09-03,2020-03-15,Hortalizas,Hortícolas protegidos,Pimiento,California,1.0
14949,2020-09-03,2020-03-15,Hortalizas,Hortícolas protegidos,Pimiento,California,0.33
14950,2020-09-03,2020-03-15,Hortalizas,Hortícolas protegidos,Pimiento,California,1.05
14951,2020-09-03,2020-03-15,Hortalizas,Hortícolas protegidos,Pimiento,Dulce Cónico,1.42
14952,2020-09-03,2020-03-15,Hortalizas,Hortícolas protegidos,Pimiento,Dulce Cónico,0.49
14953,2020-09-03,2020-03-15,Hortalizas,Hortícolas protegidos,Pimiento,Italiano,1.58
14954,2020-09-03,2020-03-15,Hortalizas,Hortícolas protegidos,Pimiento,Italiano,1.1
14955,2020-09-03,2020-03-15,Hortalizas,Hortícolas protegidos,Pimiento,Italiano,1.73
14956,2020-09-03,2020-03-15,Hortalizas,Hortícolas protegidos,Pimiento,Lamuyo,1.13
14957,2020-09-03,2020-03-15,Hortalizas,Hortícolas protegidos,Pimiento,Lamuyo,0.39
14958,2020-09-03,2020-03-15,Hortalizas,Hortícolas protegidos,Pimiento,Lamuyo,1.23
14959,2020-09-03,2020-03-15,Hortalizas,Hortícolas protegidos,Pimiento,Lamuyo,0.95
14960,2020-09-03,2020-03-15,Hortalizas,Hortícolas protegidos,Pimiento,Lamuyo,0.28
14961,2020-09-03,2020-03-15,Hortalizas,Hortícolas protegidos,Pimiento,Lamuyo,1.09
14962,2020-09-03,2020-03-15,Hortalizas,Hortícolas protegidos,Pimiento,Lamuyo,1.12
14963,2020-09-03,2020-03-15,Hortalizas,Hortícolas protegidos,Pimiento,Lamuyo,0.44
14964,2020-09-03,2020-03-15,Hortalizas,Hortícolas protegidos,Pimiento,Lamuyo,1.22
14967,2020-09-03,2020-03-15,Hortalizas,Hortícolas protegidos,Pimiento,Snack,1.78
14968,2020-09-03,2020-03-15,Hortalizas,Hortícolas protegidos,Pimiento,Snack,0.37
14971,2020-09-03,2020-03-15,Hortalizas,Hortícolas protegidos,Tomate,Asurcado ,1.36
14972,2020-09-03,2020-03-15,Hortalizas,Hortícolas protegidos,Tomate,Asurcado ,0.66
14973,2020-09-03,2020-03-15,Hortalizas,Hortícolas protegidos,Tomate,Asurcado ,1.05
14974,2020-09-03,2020-03-15,Hortalizas,Hortícolas protegidos,Tomate,Larga Vida,0.69
14975,2020-09-03,2020-03-15,Hortalizas,Hortícolas protegidos,Tomate,Larga Vida,0.31
14976,2020-09-03,2020-03-15,Hortalizas,Hortícolas protegidos,Tomate,Larga Vida,0.62
14977,2020-09-03,2020-03-15,Hortalizas,Hortícolas protegidos,Tomate,Liso,0.74
14978,2020-09-03,2020-03-15,Hortalizas,Hortícolas protegidos,Tomate,Liso,0.77
14979,2020-09-03,2020-03-15,Hortalizas,Hortícolas protegidos,Tomate,Liso,0.87
14982,2020-09-03,2020-03-15,Hortalizas,Hortícolas protegidos,Tomate,Pera,0.63
14983,2020-09-03,2020-03-15,Hortalizas,Hortícolas protegidos,Tomate,Pera,0.43
14984,2020-09-03,2020-03-15,Hortalizas,Hortícolas protegidos,Tomate,Pera,0.66
14985,2020-09-03,2020-03-15,Hortalizas,Hortícolas protegidos,Tomate,Rama,0.7
14986,2020-09-03,2020-03-15,Hortalizas,Hortícolas protegidos,Tomate,Rama,0.38
14987,2020-09-03,2020-03-15,Hortalizas,Hortícolas protegidos,Tomate,Rama,0.69
14988,2020-09-03,2020-03-15,Hortalizas,Hortícolas protegidos,Tomate,Tipo Cherry,1.31
14989,2020-09-03,2020-03-15,Hortalizas,Hortícolas protegidos,Tomate,Tipo Cherry,0.83
14990,2020-09-03,2020-03-15,Hortalizas,Hortícolas protegidos,Tomate,Tipo Cherry,1.3
14991,2020-09-03,2020-03-15,Hortalizas,Hortícolas protegidos,Tomate,Tipo Cherry,0.63
14992,2020-09-03,2020-03-15,Hortalizas,Hortícolas protegidos,Tomate,Tipo Cherry,1.17
14993,2020-09-03,2020-03-15,Hortalizas,Hortícolas protegidos,Tomate,Tipo Cherry,0.74
14994,2020-09-03,2020-03-15,Hortalizas,Hortícolas protegidos,Tomate,Tipo Cherry,1.75
14995,2020-09-03,2020-03-15,Hortalizas,Hortícolas protegidos,Tomate,Tipo Cherry,1.11
14996,2020-09-03,2020-03-15,Frutales ecológicos,Frutales de cáscara ecológicos,Almendra_Eco,Pepita (Eco),9.38
14997,2020-09-03,2020-03-15,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Berenjena_Eco,Larga (Eco),0.76
14998,2020-09-03,2020-03-15,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Calabacin_Eco,Verde (Eco),0.54
14999,2020-09-03,2020-03-15,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Judia_Verde_Eco,Plana (Eco),2.4
15000,2020-09-03,2020-03-15,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Pepino_Eco,Tipo Holandés O Almería (Eco),1.06
15001,2020-09-03,2020-03-15,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Pimiento_Eco,California (Eco),1.53
15002,2020-09-03,2020-03-15,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Pimiento_Eco,California (Eco),1.51
15003,2020-09-03,2020-03-15,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Pimiento_Eco,California (Eco),1.14
15004,2020-09-03,2020-03-15,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Pimiento_Eco,Dulce Cónico (Eco),1.99
15005,2020-09-03,2020-03-15,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Pimiento_Eco,Dulce Cónico (Eco),1.66
15006,2020-09-03,2020-03-15,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Tomate_Eco,Asurcado (Eco),0.76
15007,2020-09-03,2020-03-15,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Tomate_Eco,Pera (Eco),0.78
15008,2020-09-03,2020-03-15,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Tomate_Eco,Rama (Eco),0.96
15009,2020-09-03,2020-03-15,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Tomate_Eco,Redondo (Eco),0.4
15010,2020-09-03,2020-03-15,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Tomate_Eco,Tipo Cherry (Eco),1.94
15011,2020-09-03,2020-03-15,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Tomate_Eco,Tipo Cherry (Eco),1.97
15012,2020-09-03,2020-03-15,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Tomate_Eco,Tipo Cherry (Eco),1.26
15043,2020-03-16,2020-03-22,Hortalizas,Hortícolas al aire libre,Esparrago,Verde,2.15
15046,2020-03-16,2020-03-22,Hortalizas,Hortícolas al aire libre,Zanahoria,Nantesa,0.37
15048,2020-03-16,2020-03-22,Hortalizas,Hortícolas protegidos,Berenjena,Larga,0.62
15049,2020-03-16,2020-03-22,Hortalizas,Hortícolas protegidos,Berenjena,Larga,0.11
15050,2020-03-16,2020-03-22,Hortalizas,Hortícolas protegidos,Berenjena,Larga,0.62
15053,2020-03-16,2020-03-22,Hortalizas,Hortícolas protegidos,Berenjena,Rayada,0.66
15054,2020-03-16,2020-03-22,Hortalizas,Hortícolas protegidos,Berenjena,Rayada,0.12
15055,2020-03-16,2020-03-22,Hortalizas,Hortícolas protegidos,Berenjena,Rayada,0.71
15059,2020-03-16,2020-03-22,Hortalizas,Hortícolas protegidos,Calabacin,Verde,0.94
15060,2020-03-16,2020-03-22,Hortalizas,Hortícolas protegidos,Calabacin,Verde,0.39
15061,2020-03-16,2020-03-22,Hortalizas,Hortícolas protegidos,Calabacin,Verde,0.99
15065,2020-03-16,2020-03-22,Hortalizas,Hortícolas protegidos,Judia_Verde,Plana,1.92
15066,2020-03-16,2020-03-22,Hortalizas,Hortícolas protegidos,Judia_Verde,Plana,0.69
15067,2020-03-16,2020-03-22,Hortalizas,Hortícolas protegidos,Judia_Verde,Plana,2.12
15068,2020-03-16,2020-03-22,Hortalizas,Hortícolas protegidos,Judia_Verde,Redonda,2.09
15069,2020-03-16,2020-03-22,Hortalizas,Hortícolas protegidos,Judia_Verde,Redonda,0.37
15070,2020-03-16,2020-03-22,Hortalizas,Hortícolas protegidos,Judia_Verde,Redonda,2.36
15073,2020-03-16,2020-03-22,Hortalizas,Hortícolas protegidos,Pepino,Corto O Tipo Español,0.13
15074,2020-03-16,2020-03-22,Hortalizas,Hortícolas protegidos,Pepino,Corto O Tipo Español,0.12
15075,2020-03-16,2020-03-22,Hortalizas,Hortícolas protegidos,Pepino,Corto O Tipo Español,0.15
15076,2020-03-16,2020-03-22,Hortalizas,Hortícolas protegidos,Pepino,Largo Tipo Holandés O Almería,0.47
15077,2020-03-16,2020-03-22,Hortalizas,Hortícolas protegidos,Pepino,Largo Tipo Holandés O Almería,0.19
15078,2020-03-16,2020-03-22,Hortalizas,Hortícolas protegidos,Pepino,Largo Tipo Holandés O Almería,0.51
15079,2020-03-16,2020-03-22,Hortalizas,Hortícolas protegidos,Pepino,Medio Largo O Tipo Francés,0.21
15080,2020-03-16,2020-03-22,Hortalizas,Hortícolas protegidos,Pepino,Medio Largo O Tipo Francés,0.06
15081,2020-03-16,2020-03-22,Hortalizas,Hortícolas protegidos,Pepino,Medio Largo O Tipo Francés,0.23
15085,2020-03-16,2020-03-22,Hortalizas,Hortícolas protegidos,Pimiento,California,1.08
15086,2020-03-16,2020-03-22,Hortalizas,Hortícolas protegidos,Pimiento,California,0.31
15087,2020-03-16,2020-03-22,Hortalizas,Hortícolas protegidos,Pimiento,California,1.13
15088,2020-03-16,2020-03-22,Hortalizas,Hortícolas protegidos,Pimiento,California,1.09
15089,2020-03-16,2020-03-22,Hortalizas,Hortícolas protegidos,Pimiento,California,0.27
15090,2020-03-16,2020-03-22,Hortalizas,Hortícolas protegidos,Pimiento,California,1.14
15091,2020-03-16,2020-03-22,Hortalizas,Hortícolas protegidos,Pimiento,California,0.31
15092,2020-03-16,2020-03-22,Hortalizas,Hortícolas protegidos,Pimiento,California,1.14
15093,2020-03-16,2020-03-22,Hortalizas,Hortícolas protegidos,Pimiento,California,0.31
15094,2020-03-16,2020-03-22,Hortalizas,Hortícolas protegidos,Pimiento,California,0.38
15095,2020-03-16,2020-03-22,Hortalizas,Hortícolas protegidos,Pimiento,California,0.28
15096,2020-03-16,2020-03-22,Hortalizas,Hortícolas protegidos,Pimiento,California,1.18
15097,2020-03-16,2020-03-22,Hortalizas,Hortícolas protegidos,Pimiento,California,0.33
15098,2020-03-16,2020-03-22,Hortalizas,Hortícolas protegidos,Pimiento,California,1.3
15099,2020-03-16,2020-03-22,Hortalizas,Hortícolas protegidos,Pimiento,Dulce Cónico,1.47
15100,2020-03-16,2020-03-22,Hortalizas,Hortícolas protegidos,Pimiento,Dulce Cónico,0.5
15101,2020-03-16,2020-03-22,Hortalizas,Hortícolas protegidos,Pimiento,Italiano,1.31
15102,2020-03-16,2020-03-22,Hortalizas,Hortícolas protegidos,Pimiento,Italiano,0.65
15103,2020-03-16,2020-03-22,Hortalizas,Hortícolas protegidos,Pimiento,Italiano,1.27
15104,2020-03-16,2020-03-22,Hortalizas,Hortícolas protegidos,Pimiento,Lamuyo,0.91
15105,2020-03-16,2020-03-22,Hortalizas,Hortícolas protegidos,Pimiento,Lamuyo,0.27
15106,2020-03-16,2020-03-22,Hortalizas,Hortícolas protegidos,Pimiento,Lamuyo,0.94
15107,2020-03-16,2020-03-22,Hortalizas,Hortícolas protegidos,Pimiento,Lamuyo,0.84
15108,2020-03-16,2020-03-22,Hortalizas,Hortícolas protegidos,Pimiento,Lamuyo,0.31
15109,2020-03-16,2020-03-22,Hortalizas,Hortícolas protegidos,Pimiento,Lamuyo,0.93
15110,2020-03-16,2020-03-22,Hortalizas,Hortícolas protegidos,Pimiento,Lamuyo,0.98
15111,2020-03-16,2020-03-22,Hortalizas,Hortícolas protegidos,Pimiento,Lamuyo,0.31
15112,2020-03-16,2020-03-22,Hortalizas,Hortícolas protegidos,Pimiento,Lamuyo,1.03
15115,2020-03-16,2020-03-22,Hortalizas,Hortícolas protegidos,Pimiento,Snack,2.06
15116,2020-03-16,2020-03-22,Hortalizas,Hortícolas protegidos,Pimiento,Snack,0.32
15119,2020-03-16,2020-03-22,Hortalizas,Hortícolas protegidos,Tomate,Asurcado ,1.15
15120,2020-03-16,2020-03-22,Hortalizas,Hortícolas protegidos,Tomate,Asurcado ,0.71
15121,2020-03-16,2020-03-22,Hortalizas,Hortícolas protegidos,Tomate,Asurcado ,1.0
15122,2020-03-16,2020-03-22,Hortalizas,Hortícolas protegidos,Tomate,Larga Vida,0.62
15123,2020-03-16,2020-03-22,Hortalizas,Hortícolas protegidos,Tomate,Larga Vida,0.36
15124,2020-03-16,2020-03-22,Hortalizas,Hortícolas protegidos,Tomate,Larga Vida,0.57
15125,2020-03-16,2020-03-22,Hortalizas,Hortícolas protegidos,Tomate,Liso,0.71
15126,2020-03-16,2020-03-22,Hortalizas,Hortícolas protegidos,Tomate,Liso,0.85
15127,2020-03-16,2020-03-22,Hortalizas,Hortícolas protegidos,Tomate,Liso,0.91
15130,2020-03-16,2020-03-22,Hortalizas,Hortícolas protegidos,Tomate,Pera,0.77
15131,2020-03-16,2020-03-22,Hortalizas,Hortícolas protegidos,Tomate,Pera,0.56
15132,2020-03-16,2020-03-22,Hortalizas,Hortícolas protegidos,Tomate,Pera,0.78
15133,2020-03-16,2020-03-22,Hortalizas,Hortícolas protegidos,Tomate,Rama,0.89
15134,2020-03-16,2020-03-22,Hortalizas,Hortícolas protegidos,Tomate,Rama,0.47
15135,2020-03-16,2020-03-22,Hortalizas,Hortícolas protegidos,Tomate,Rama,0.91
15136,2020-03-16,2020-03-22,Hortalizas,Hortícolas protegidos,Tomate,Tipo Cherry,1.42
15137,2020-03-16,2020-03-22,Hortalizas,Hortícolas protegidos,Tomate,Tipo Cherry,0.37
15138,2020-03-16,2020-03-22,Hortalizas,Hortícolas protegidos,Tomate,Tipo Cherry,1.37
15139,2020-03-16,2020-03-22,Hortalizas,Hortícolas protegidos,Tomate,Tipo Cherry,0.42
15140,2020-03-16,2020-03-22,Hortalizas,Hortícolas protegidos,Tomate,Tipo Cherry,1.28
15141,2020-03-16,2020-03-22,Hortalizas,Hortícolas protegidos,Tomate,Tipo Cherry,0.32
15142,2020-03-16,2020-03-22,Hortalizas,Hortícolas protegidos,Tomate,Tipo Cherry,1.81
15143,2020-03-16,2020-03-22,Hortalizas,Hortícolas protegidos,Tomate,Tipo Cherry,1.22
15144,2020-03-16,2020-03-22,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Berenjena_Eco,Larga (Eco),0.92
15145,2020-03-16,2020-03-22,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Calabacin_Eco,Verde (Eco),0.91
15146,2020-03-16,2020-03-22,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Judia_Verde_Eco,Plana (Eco),2.29
15147,2020-03-16,2020-03-22,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Pepino_Eco,Tipo Holandés O Almería (Eco),1.06
15148,2020-03-16,2020-03-22,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Pimiento_Eco,California (Eco),1.58
15149,2020-03-16,2020-03-22,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Pimiento_Eco,California (Eco),1.51
15150,2020-03-16,2020-03-22,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Pimiento_Eco,California (Eco),1.2
15151,2020-03-16,2020-03-22,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Pimiento_Eco,Dulce Cónico (Eco),2.11
15152,2020-03-16,2020-03-22,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Pimiento_Eco,Dulce Cónico (Eco),1.55
15153,2020-03-16,2020-03-22,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Tomate_Eco,Asurcado (Eco),0.81
15154,2020-03-16,2020-03-22,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Tomate_Eco,Pera (Eco),0.96
15155,2020-03-16,2020-03-22,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Tomate_Eco,Rama (Eco),1.12
15156,2020-03-16,2020-03-22,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Tomate_Eco,Redondo (Eco),0.44
15157,2020-03-16,2020-03-22,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Tomate_Eco,Tipo Cherry (Eco),2.08
15158,2020-03-16,2020-03-22,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Tomate_Eco,Tipo Cherry (Eco),2.02
15159,2020-03-16,2020-03-22,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Tomate_Eco,Tipo Cherry (Eco),1.38
15184,2020-03-23,2020-03-29,Hortalizas,Hortícolas al aire libre,Esparrago,Verde,1.95
15187,2020-03-23,2020-03-29,Hortalizas,Hortícolas al aire libre,Zanahoria,Nantesa,0.38
15189,2020-03-23,2020-03-29,Hortalizas,Hortícolas protegidos,Berenjena,Larga,0.42
15190,2020-03-23,2020-03-29,Hortalizas,Hortícolas protegidos,Berenjena,Larga,0.08
